"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cameroon","CMR","2000","75.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cameroon","CMR","1998","78.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cameroon","CMR","1991","78.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Canada","CAN","2007","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Central African Republic","CAF","2019","51.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Central African Republic","CAF","2010","68.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Central African Republic","CAF","2006","69.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Central African Republic","CAF","2000","62.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Central African Republic","CAF","1995","66.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Chad","TCD","2015","54.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Chad","TCD","2010","53.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Chad","TCD","2004","38.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Chad","TCD","2000","41.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Chad","TCD","1997","24.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Chile","CHL","1993","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2018","99.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2016","96.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2015","96.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2014","96.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2013","95.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2012","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2011","93.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2010","94.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2009","92.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2008","91.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2007","90.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2006","89.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2005","89.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2004","89.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2003","88.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2002","90.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2001","90.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","2000","89.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","1999","89.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","1998","87.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","1997","85.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","1996","83.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","1995","78.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","1994","76.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","1993","72.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","China","CHN","1992","69.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","2016","97.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","2015","97.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","2010","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","2005","93.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","2004","93.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","2000","90.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","1995","85.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","1990","84.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Colombia","COL","1986","76.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Comoros","COM","2012","92.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Comoros","COM","2004","75.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Comoros","COM","2000","74.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Comoros","COM","1996","84.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Congo, Dem. Rep.","COD","2018","82.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Congo, Dem. Rep.","COD","2014","88.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Congo, Dem. Rep.","COD","2010","87.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Congo, Dem. Rep.","COD","2007","85.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Congo, Dem. Rep.","COD","2001","68.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Congo, Rep.","COG","2015","93.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Congo, Rep.","COG","2012","92.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Congo, Rep.","COG","2005","85.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Costa Rica","CRI","2018","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Costa Rica","CRI","2011","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Costa Rica","CRI","2008","89.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Costa Rica","CRI","2006","91.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Costa Rica","CRI","2004","91.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Costa Rica","CRI","1999","69.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Costa Rica","CRI","1998","70.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Costa Rica","CRI","1992","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cote d'Ivoire","CIV","2016","93.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cote d'Ivoire","CIV","2012","90.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cote d'Ivoire","CIV","2006","84.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cote d'Ivoire","CIV","2005","87.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cote d'Ivoire","CIV","2000","87.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cote d'Ivoire","CIV","1999","85.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cote d'Ivoire","CIV","1994","83.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2019","99.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2014","98.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2012","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2011","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2010","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2009","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2007","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2005","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","2000","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cuba","CUB","1998","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Cyprus","CYP","2007","99.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Czechia","CZE","1993","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Djibouti","DJI","2012","87.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Djibouti","DJI","2006","92.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Djibouti","DJI","2003","67.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominica","DMA","2008","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominica","DMA","2007","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominica","DMA","2005","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominica","DMA","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominica","DMA","2003","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominica","DMA","2001","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominica","DMA","1999","99.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominica","DMA","1990","90.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","2019","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","2014","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","2013","99.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","2007","98.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","2006","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","2002","98.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","2000","97.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","1999","99.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","1996","98.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","1991","97.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Dominican Republic","DOM","1986","95.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ecuador","ECU","2004","84.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ecuador","ECU","1998","68.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ecuador","ECU","1994","74.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ecuador","ECU","1987","72.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ecuador","ECU","1984","76.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","2014","90.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","2008","73.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","2005","69.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","2003","68.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","2000","52.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","1998","47.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","1997","52.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","1996","39.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","1995","42.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","1993","52.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","1992","57.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","1991","52.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Egypt, Arab Rep.","EGY","1988","57.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","El Salvador","SLV","2014","96.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","El Salvador","SLV","2008","94.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","El Salvador","SLV","2003","86.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","El Salvador","SLV","1998","76.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","El Salvador","SLV","1993","68.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Equatorial Guinea","GNQ","2011","91.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Equatorial Guinea","GNQ","2000","86.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Equatorial Guinea","GNQ","1994","37.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eritrea","ERI","2010","88.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eritrea","ERI","2002","70.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eritrea","ERI","1996","48.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eritrea","ERI","1995","48.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eswatini","SWZ","2014","98.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eswatini","SWZ","2010","96.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eswatini","SWZ","2007","84.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eswatini","SWZ","2002","89.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Eswatini","SWZ","2000","86.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ethiopia","ETH","2019","73.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ethiopia","ETH","2016","62.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ethiopia","ETH","2014","41.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ethiopia","ETH","2011","33.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ethiopia","ETH","2005","27.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ethiopia","ETH","2000","26.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Fiji","FJI","2021","97.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Fiji","FJI","2008","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Finland","FIN","2004","99.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Finland","FIN","1993","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","France","FRA","2004","99.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","France","FRA","1993","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gabon","GAB","2012","94.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gabon","GAB","2001","94.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gabon","GAB","2000","91.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gambia, The","GMB","2020","97.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gambia, The","GMB","2018","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gambia, The","GMB","2013","86.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gambia, The","GMB","2010","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gambia, The","GMB","2006","97.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Gambia, The","GMB","2000","90.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Georgia","GEO","2010","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Georgia","GEO","2005","96.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Georgia","GEO","1999","95.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Georgia","GEO","1997","74.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Germany","DEU","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2019","97.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2018","97.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2017","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2016","97.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2014","90.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2011","96.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2008","90.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2007","96.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2006","92.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","2003","91.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","1999","87.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","1998","88.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","1994","85.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","1993","85.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ghana","GHA","1988","82.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Grenada","GRD","2007","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Grenada","GRD","2005","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Grenada","GRD","2003","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Grenada","GRD","2002","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Grenada","GRD","1999","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Grenada","GRD","1990","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guatemala","GTM","2015","91.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guatemala","GTM","2009","93.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guatemala","GTM","2002","84.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guatemala","GTM","1999","64.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guatemala","GTM","1995","56.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guatemala","GTM","1987","37.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","2018","80.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","2016","84.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","2012","85.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","2008","88.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","2007","88.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","2005","82.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","2003","84.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","1999","73.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea","GIN","1992","57.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea-Bissau","GNB","2019","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea-Bissau","GNB","2014","92.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea-Bissau","GNB","2010","92.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea-Bissau","GNB","2006","77.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guinea-Bissau","GNB","2000","62.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","2020","89.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","2014","90.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","2009","92.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","2007","81.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","2005","90.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","2003","90.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","2001","95.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","2000","80.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Guyana","GUY","1998","90.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Haiti","HTI","2017","91.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Haiti","HTI","2012","90.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Haiti","HTI","2006","84.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Haiti","HTI","2000","78.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Haiti","HTI","1995","69.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Haiti","HTI","1989","71.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Honduras","HND","2019","96.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Honduras","HND","2012","96.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Honduras","HND","2006","91.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Honduras","HND","2001","82.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Honduras","HND","1996","84.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Honduras","HND","1992","87.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Honduras","HND","1987","86.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","India","IND","2021","85.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","India","IND","2016","79.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","India","IND","2006","74.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","India","IND","2000","61.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","India","IND","1999","65.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","India","IND","1993","61.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2017","97.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2013","95.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2012","95.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2010","92.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2009","94.510",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2008","92.650",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2007","93.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2006","90.380",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2005","88.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2003","91.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","2000","88.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","1997","91.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","1994","84.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Indonesia","IDN","1991","76.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Iran, Islamic Rep.","IRN","2010","96.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Iran, Islamic Rep.","IRN","2005","98.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Iran, Islamic Rep.","IRN","1997","76.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Iraq","IRQ","2018","87.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Iraq","IRQ","2011","77.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Iraq","IRQ","2006","83.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Iraq","IRQ","2000","76.700",""
